pasta03/n0043.md	0.003212
pasta03/n0103.md	0.003206
pasta03/n0163.md	0.003200
pasta03/n0223.md	0.003194
pasta03/n0283.md	0.003189
pasta05/n0035.md	0.003177
pasta05/n0095.md	0.003177
pasta05/n0155.md	0.003171
pasta05/n0215.md	0.003166
pasta07/n0027.md	0.003160
pasta05/n0275.md	0.003155
pasta07/n0087.md	0.003155
pasta07/n0147.md	0.003149
pasta07/n0207.md	0.003143
pasta09/n0019.md	0.003143
pasta07/n0267.md	0.003138
pasta09/n0079.md	0.003138
pasta09/n0139.md	0.003132
pasta09/n0199.md	0.003127
pasta09/n0259.md	0.003121
pasta01/n0011.md	0.003116
pasta01/n0071.md	0.003116
pasta01/n0131.md	0.003110
pasta01/n0191.md	0.003105
pasta01/n0251.md	0.003099
pasta03/n0003.md	0.003094
pasta03/n0063.md	0.003089
pasta06/n0026.md	0.003086
pasta03/n0123.md	0.003083
pasta06/n0086.md	0.003079
pasta03/n0183.md	0.003078
pasta03/n0243.md	0.003072
pasta06/n0146.md	0.003072
pasta05/n0055.md	0.003067
pasta05/n0115.md	0.003067
pasta06/n0206.md	0.003065
pasta05/n0175.md	0.003062
pasta06/n0266.md	0.003058
pasta05/n0235.md	0.003057
pasta07/n0047.md	0.003057
pasta05/n0295.md	0.003051
pasta07/n0107.md	0.003051
pasta08/n0018.md	0.003051
pasta07/n0167.md	0.003046
pasta08/n0078.md	0.003044
pasta07/n0227.md	0.003041
pasta08/n0138.md	0.003037
pasta07/n0287.md	0.003036
pasta09/n0039.md	0.003030
pasta00/n0010.md	0.003023
