pasta00/n0000.md	1.716162
pasta09/n0189.md	1.705403
pasta07/n0147.md	1.690566
pasta05/n0105.md	1.682203
pasta04/n0294.md	1.669812
pasta03/n0063.md	1.667764
pasta01/n0021.md	1.661652
pasta02/n0252.md	1.661652
pasta00/n0210.md	1.645570
pasta08/n0168.md	1.641598
pasta06/n0126.md	1.625900
pasta04/n0084.md	1.620090
pasta02/n0042.md	1.606694
pasta03/n0273.md	1.606694
pasta01/n0231.md	1.591654
pasta02/n0112.md	1.576504
pasta06/n0266.md	1.565616
pasta05/n0035.md	1.558441
pasta04/n0224.md	1.554878
pasta00/n0070.md	1.544286
