pasta05/n0245.md	3.758047
pasta00/n0280.md	3.699517
pasta00/n0000.md	3.631440
pasta05/n0105.md	3.463708
pasta05/n0035.md	3.375239
pasta00/n0070.md	3.329102
pasta00/n0210.md	3.297226
pasta00/n0140.md	3.230224
pasta05/n0015.md	3.201709
pasta05/n0075.md	3.201709
pasta05/n0135.md	3.186111
pasta05/n0195.md	3.170665
pasta05/n0255.md	3.155368
pasta05/n0175.md	3.147609
pasta00/n0060.md	3.024061
pasta00/n0120.md	3.010143
pasta00/n0180.md	2.996352
pasta00/n0240.md	2.982687
pasta05/n0045.md	2.815750
pasta05/n0165.md	2.791712
