pasta00/n0000.md	4.072235
pasta04/n0044.md	3.994505
pasta01/n0121.md	3.969250
pasta08/n0198.md	3.944312
pasta05/n0275.md	3.931960
pasta08/n0088.md	3.883318
pasta01/n0011.md	3.847618
pasta02/n0242.md	3.847618
pasta05/n0165.md	3.847618
pasta02/n0132.md	3.766819
pasta09/n0209.md	3.766819
pasta06/n0286.md	3.755552
pasta05/n0055.md	3.744353
pasta06/n0176.md	3.689343
pasta02/n0022.md	3.667789
pasta03/n0253.md	3.667789
pasta09/n0099.md	3.646485
pasta00/n0220.md	3.584034
pasta07/n0297.md	3.573832
pasta03/n0143.md	3.563689
